"السنة الدراسية","القطاع الدولي","فئة الإبتعاث","المرحلة الدراسية ","المجال الواسع","الجنس","العدد"
"2018.0","استراليا","طالب مبتعث","دكتوراه","القانون","ذكر","2.0"
"2018.0","استراليا","طالب مبتعث","دكتوراه","اللغات","أنثى","6.0"
"2018.0","استراليا","طالب مبتعث","دكتوراه","الهندسة المعمارية والبناء","أنثى","1.0"
"2018.0","استراليا","طالب مبتعث","دكتوراه","الهندسة والحرف الهندسية","أنثى","3.0"
"2018.0","استراليا","طالب مبتعث","دكتوراه","الهندسة والحرف الهندسية","ذكر","12.0"
"2018.0","استراليا","طالب مبتعث","دكتوراه","تكنولوجيا الاتصالات والمعلومات","أنثى","1.0"
"2018.0","استراليا","طالب مبتعث","دكتوراه","تكنولوجيا الاتصالات والمعلومات","ذكر","7.0"
"2018.0","استراليا","طالب مبتعث","ماجستير","الأعمال والإدارة","أنثى","18.0"
"2018.0","استراليا","طالب مبتعث","ماجستير","الأعمال والإدارة","ذكر","27.0"
"2018.0","استراليا","طالب مبتعث","ماجستير","البيئة","أنثى","1.0"
"2018.0","استراليا","طالب مبتعث","ماجستير","التصنيع والمعالجة","ذكر","1.0"
"2018.0","استراليا","طالب مبتعث","ماجستير","التعليم","أنثى","15.0"
"2018.0","استراليا","طالب مبتعث","ماجستير","التعليم","ذكر","6.0"
"2018.0","استراليا","طالب مبتعث","ماجستير","الخدمات الشخصية","أنثى","3.0"
"2018.0","استراليا","طالب مبتعث","ماجستير","الخدمات الشخصية","ذكر","12.0"
"2018.0","استراليا","طالب مبتعث","ماجستير","الرياضيات والإحصاء","أنثى","4.0"
"2018.0","استراليا","طالب مبتعث","ماجستير","الرياضيات والإحصاء","ذكر","1.0"
"2018.0","استراليا","طالب مبتعث","ماجستير","الصحافة والإعلام","ذكر","1.0"
"2018.0","استراليا","طالب مبتعث","ماجستير","الصحة","أنثى","41.0"
"2018.0","استراليا","طالب مبتعث","ماجستير","الصحة","ذكر","29.0"
"2018.0","استراليا","طالب مبتعث","ماجستير","العلوم الاجتماعية السلوكية","أنثى","6.0"
"2018.0","استراليا","طالب مبتعث","ماجستير","العلوم البيولوجية والعلوم المتصلة بها","أنثى","1.0"
"2018.0","استراليا","طالب مبتعث","ماجستير","العلوم البيولوجية والعلوم المتصلة بها","ذكر","1.0"
"2018.0","استراليا","طالب مبتعث","ماجستير","العلوم الفيزيائية","أنثى","1.0"
"2018.0","استراليا","طالب مبتعث","ماجستير","العلوم الفيزيائية","ذكر","2.0"
"2018.0","استراليا","طالب مبتعث","ماجستير","الفنون","أنثى","4.0"
"2018.0","استراليا","طالب مبتعث","ماجستير","الفنون","ذكر","1.0"
"2018.0","استراليا","طالب مبتعث","ماجستير","القانون","ذكر","1.0"
"2018.0","استراليا","طالب مبتعث","ماجستير","اللغات","أنثى","10.0"
"2018.0","استراليا","طالب مبتعث","ماجستير","اللغات","ذكر","2.0"
"2018.0","استراليا","طالب مبتعث","ماجستير","الهندسة المعمارية والبناء","ذكر","3.0"
"2018.0","استراليا","طالب مبتعث","ماجستير","الهندسة والحرف الهندسية","أنثى","25.0"
"2018.0","استراليا","طالب مبتعث","ماجستير","الهندسة والحرف الهندسية","ذكر","20.0"
"2018.0","استراليا","طالب مبتعث","ماجستير","تكنولوجيا الاتصالات والمعلومات","أنثى","19.0"
"2018.0","استراليا","طالب مبتعث","ماجستير","تكنولوجيا الاتصالات والمعلومات","ذكر","14.0"
"2018.0","استراليا","طالب مبتعث","ماجستير","خدمات الأمن","ذكر","1.0"
"2018.0","استراليا","موظف مبتعث","أخرى","الأعمال والإدارة","أنثى","2.0"
"2018.0","استراليا","موظف مبتعث","أخرى","الأعمال والإدارة","ذكر","2.0"
"2018.0","استراليا","موظف مبتعث","أخرى","البرامج والمؤهلات الأساسية","ذكر","43.0"
"2018.0","استراليا","موظف مبتعث","أخرى","التعليم","أنثى","2.0"
"2018.0","استراليا","موظف مبتعث","أخرى","التعليم","ذكر","1.0"
"2018.0","استراليا","موظف مبتعث","أخرى","الخدمات الشخصية","ذكر","1.0"
"2018.0","استراليا","موظف مبتعث","أخرى","الدراسات الإنسانية","أنثى","1.0"
"2018.0","استراليا","موظف مبتعث","أخرى","الرفاه","أنثى","1.0"
"2018.0","استراليا","موظف مبتعث","أخرى","الرفاه","ذكر","1.0"
"2018.0","استراليا","موظف مبتعث","أخرى","الرياضيات والإحصاء","أنثى","2.0"
"2018.0","استراليا","موظف مبتعث","أخرى","الصحة","أنثى","4.0"
"2018.0","استراليا","موظف مبتعث","أخرى","الصحة","ذكر","3.0"
"2018.0","استراليا","موظف مبتعث","أخرى","العلوم البيولوجية والعلوم المتصلة بها","أنثى","1.0"
"2018.0","استراليا","موظف مبتعث","أخرى","العلوم الفيزيائية","أنثى","1.0"
"2018.0","استراليا","موظف مبتعث","أخرى","العلوم الفيزيائية","ذكر","1.0"
"2018.0","استراليا","موظف مبتعث","أخرى","اللغات","أنثى","1.0"
"2018.0","استراليا","موظف مبتعث","أخرى","اللغات","ذكر","1.0"
"2018.0","استراليا","موظف مبتعث","أخرى","الهندسة المعمارية والبناء","ذكر","1.0"
"2018.0","استراليا","موظف مبتعث","أخرى","الهندسة والحرف الهندسية","أنثى","4.0"
"2018.0","استراليا","موظف مبتعث","أخرى","الهندسة والحرف الهندسية","ذكر","4.0"
"2018.0","استراليا","موظف مبتعث","أخرى","تكنولوجيا الاتصالات والمعلومات","أنثى","1.0"
"2018.0","استراليا","موظف مبتعث","الزمالة","الصحة","ذكر","4.0"
"2018.0","استراليا","موظف مبتعث","بكالوريوس","الرفاه","أنثى","2.0"
"2018.0","استراليا","موظف مبتعث","بكالوريوس","الصحة","أنثى","10.0"
"2018.0","استراليا","موظف مبتعث","بكالوريوس","الصحة","ذكر","10.0"
"2018.0","استراليا","موظف مبتعث","بكالوريوس","الهندسة والحرف الهندسية","أنثى","6.0"
"2018.0","استراليا","موظف مبتعث","بكالوريوس","الهندسة والحرف الهندسية","ذكر","7.0"
"2018.0","استراليا","موظف مبتعث","دبلوم","الأعمال والإدارة","ذكر","1.0"
"2018.0","استراليا","موظف مبتعث","دبلوم","البرامج والمؤهلات الأساسية","ذكر","17.0"
"2018.0","استراليا","موظف مبتعث","دبلوم","الهندسة والحرف الهندسية","ذكر","19.0"
"2018.0","استراليا","موظف مبتعث","دبلوم عالي","التعليم","ذكر","1.0"
"2018.0","استراليا","موظف مبتعث","دكتوراه","الأعمال والإدارة","أنثى","7.0"
"2018.0","استراليا","موظف مبتعث","دكتوراه","الأعمال والإدارة","ذكر","17.0"
"2018.0","استراليا","موظف مبتعث","دكتوراه","البيئة","أنثى","1.0"
"2018.0","استراليا","موظف مبتعث","دكتوراه","البيئة","ذكر","1.0"
"2018.0","استراليا","موظف مبتعث","دكتوراه","التصنيع والمعالجة","ذكر","1.0"
"2018.0","استراليا","موظف مبتعث","دكتوراه","التعليم","أنثى","9.0"
"2018.0","استراليا","موظف مبتعث","دكتوراه","التعليم","ذكر","7.0"
"2018.0","استراليا","موظف مبتعث","دكتوراه","الرفاه","ذكر","3.0"
"2018.0","استراليا","موظف مبتعث","دكتوراه","الرياضيات والإحصاء","ذكر","3.0"
"2018.0","استراليا","موظف مبتعث","دكتوراه","الزراعة","ذكر","1.0"
"2018.0","استراليا","موظف مبتعث","دكتوراه","الصحة","أنثى","7.0"
"2018.0","استراليا","موظف مبتعث","دكتوراه","الصحة","ذكر","16.0"
"2018.0","استراليا","موظف مبتعث","دكتوراه","العلوم البيولوجية والعلوم المتصلة بها","أنثى","3.0"
"2018.0","استراليا","موظف مبتعث","دكتوراه","العلوم البيولوجية والعلوم المتصلة بها","ذكر","2.0"
"2018.0","استراليا","موظف مبتعث","دكتوراه","العلوم الفيزيائية","أنثى","2.0"
"2018.0","استراليا","موظف مبتعث","دكتوراه","العلوم الفيزيائية","ذكر","5.0"
"2018.0","استراليا","موظف مبتعث","دكتوراه","الفنون","أنثى","3.0"
"2018.0","استراليا","موظف مبتعث","دكتوراه","القانون","أنثى","1.0"
"2018.0","استراليا","موظف مبتعث","دكتوراه","القانون","ذكر","1.0"
"2018.0","استراليا","موظف مبتعث","دكتوراه","اللغات","أنثى","7.0"
"2018.0","استراليا","موظف مبتعث","دكتوراه","اللغات","ذكر","10.0"
"2018.0","استراليا","موظف مبتعث","دكتوراه","الهندسة المعمارية والبناء","أنثى","1.0"
"2018.0","استراليا","موظف مبتعث","دكتوراه","الهندسة المعمارية والبناء","ذكر","3.0"
"2018.0","استراليا","موظف مبتعث","دكتوراه","الهندسة والحرف الهندسية","أنثى","7.0"
"2018.0","استراليا","موظف مبتعث","دكتوراه","الهندسة والحرف الهندسية","ذكر","19.0"
"2018.0","استراليا","موظف مبتعث","دكتوراه","تكنولوجيا الاتصالات والمعلومات","أنثى","3.0"
"2018.0","استراليا","موظف مبتعث","دكتوراه","تكنولوجيا الاتصالات والمعلومات","ذكر","7.0"
"2018.0","استراليا","موظف مبتعث","ماجستير","الأعمال والإدارة","أنثى","3.0"
"2018.0","استراليا","موظف مبتعث","ماجستير","الأعمال والإدارة","ذكر","14.0"
"2018.0","استراليا","موظف مبتعث","ماجستير","البرامج والمؤهلات الأساسية","ذكر","1.0"
"2018.0","استراليا","موظف مبتعث","ماجستير","البيئة","ذكر","1.0"
"2018.0","استراليا","موظف مبتعث","ماجستير","التصنيع والمعالجة","ذكر","7.0"
"2018.0","استراليا","موظف مبتعث","ماجستير","التعليم","أنثى","5.0"
"2018.0","استراليا","موظف مبتعث","ماجستير","التعليم","ذكر","24.0"
"2018.0","استراليا","موظف مبتعث","ماجستير","الخدمات الشخصية","ذكر","2.0"
"2018.0","استراليا","موظف مبتعث","ماجستير","الرياضيات والإحصاء","أنثى","5.0"
"2018.0","استراليا","موظف مبتعث","ماجستير","الرياضيات والإحصاء","ذكر","4.0"
"2018.0","استراليا","موظف مبتعث","ماجستير","الزراعة","ذكر","1.0"
"2018.0","استراليا","موظف مبتعث","ماجستير","الصحافة والإعلام","ذكر","1.0"
"2018.0","استراليا","موظف مبتعث","ماجستير","الصحة","أنثى","11.0"
"2018.0","استراليا","موظف مبتعث","ماجستير","الصحة","ذكر","19.0"
"2018.0","استراليا","موظف مبتعث","ماجستير","العلوم الاجتماعية السلوكية","ذكر","3.0"
"2018.0","استراليا","موظف مبتعث","ماجستير","العلوم البيولوجية والعلوم المتصلة بها","أنثى","1.0"
"2018.0","استراليا","موظف مبتعث","ماجستير","العلوم البيولوجية والعلوم المتصلة بها","ذكر","5.0"
"2018.0","استراليا","موظف مبتعث","ماجستير","العلوم الفيزيائية","أنثى","1.0"
"2018.0","استراليا","موظف مبتعث","ماجستير","العلوم الفيزيائية","ذكر","7.0"
"2018.0","استراليا","موظف مبتعث","ماجستير","الفنون","أنثى","1.0"
"2018.0","استراليا","موظف مبتعث","ماجستير","اللغات","أنثى","4.0"
"2018.0","استراليا","موظف مبتعث","ماجستير","اللغات","ذكر","10.0"
"2018.0","استراليا","موظف مبتعث","ماجستير","الهندسة المعمارية والبناء","ذكر","8.0"
"2018.0","استراليا","موظف مبتعث","ماجستير","الهندسة والحرف الهندسية","أنثى","13.0"
"2018.0","استراليا","موظف مبتعث","ماجستير","الهندسة والحرف الهندسية","ذكر","56.0"
"2018.0","استراليا","موظف مبتعث","ماجستير","تكنولوجيا الاتصالات والمعلومات","أنثى","4.0"
"2018.0","استراليا","موظف مبتعث","ماجستير","تكنولوجيا الاتصالات والمعلومات","ذكر","27.0"
"2018.0","الدول الأسيوية","طالب مبتعث","أخرى","البرامج والمؤهلات الأساسية","ذكر","1.0"
"2018.0","الدول الأسيوية","طالب مبتعث","أخرى","التعليم","أنثى","1.0"
"2018.0","الدول الأسيوية","طالب مبتعث","أخرى","التعليم","ذكر","1.0"
"2018.0","الدول الأسيوية","طالب مبتعث","أخرى","خدمات النقل","ذكر","35.0"
"2018.0","الدول الأسيوية","طالب مبتعث","الزمالة","الصحة","ذكر","3.0"
"2018.0","الدول الأسيوية","طالب مبتعث","الزمالة","العلوم الاجتماعية السلوكية","أنثى","1.0"
"2018.0","الدول الأسيوية","طالب مبتعث","بكالوريوس","الأعمال والإدارة","أنثى","8.0"
"2018.0","الدول الأسيوية","طالب مبتعث","بكالوريوس","الأعمال والإدارة","ذكر","7.0"
"2018.0","الدول الأسيوية","طالب مبتعث","بكالوريوس","التصنيع والمعالجة","أنثى","1.0"
"2018.0","الدول الأسيوية","طالب مبتعث","بكالوريوس","التعليم","أنثى","5.0"
"2018.0","الدول الأسيوية","طالب مبتعث","بكالوريوس","التعليم","ذكر","3.0"
"2018.0","الدول الأسيوية","طالب مبتعث","بكالوريوس","الرياضيات والإحصاء","أنثى","1.0"
"2018.0","الدول الأسيوية","طالب مبتعث","بكالوريوس","الصحة","أنثى","17.0"
"2018.0","الدول الأسيوية","طالب مبتعث","بكالوريوس","الصحة","ذكر","19.0"
"2018.0","الدول الأسيوية","طالب مبتعث","بكالوريوس","العلوم الاجتماعية السلوكية","أنثى","2.0"
"2018.0","الدول الأسيوية","طالب مبتعث","بكالوريوس","العلوم البيولوجية والعلوم المتصلة بها","أنثى","2.0"
"2018.0","الدول الأسيوية","طالب مبتعث","بكالوريوس","الفنون","أنثى","6.0"
"2018.0","الدول الأسيوية","طالب مبتعث","بكالوريوس","اللغات","أنثى","8.0"
"2018.0","الدول الأسيوية","طالب مبتعث","بكالوريوس","اللغات","ذكر","1.0"
"2018.0","الدول الأسيوية","طالب مبتعث","بكالوريوس","الهندسة المعمارية والبناء","ذكر","2.0"
"2018.0","الدول الأسيوية","طالب مبتعث","بكالوريوس","الهندسة والحرف الهندسية","أنثى","26.0"
"2018.0","الدول الأسيوية","طالب مبتعث","بكالوريوس","الهندسة والحرف الهندسية","ذكر","15.0"
"2018.0","الدول الأسيوية","طالب مبتعث","بكالوريوس","تكنولوجيا الاتصالات والمعلومات","أنثى","1.0"
"2018.0","الدول الأسيوية","طالب مبتعث","بكالوريوس","تكنولوجيا الاتصالات والمعلومات","ذكر","6.0"
"2018.0","الدول الأسيوية","طالب مبتعث","دبلوم","الهندسة والحرف الهندسية","أنثى","1.0"
"2018.0","الدول الأسيوية","طالب مبتعث","دبلوم","خدمات النقل","ذكر","12.0"
"2018.0","الدول الأسيوية","طالب مبتعث","دكتوراه","الأعمال والإدارة","ذكر","2.0"
"2018.0","الدول الأسيوية","طالب مبتعث","دكتوراه","العلوم البيولوجية والعلوم المتصلة بها","أنثى","1.0"
"2018.0","الدول الأسيوية","طالب مبتعث","دكتوراه","تكنولوجيا الاتصالات والمعلومات","أنثى","1.0"
"2018.0","الدول الأسيوية","طالب مبتعث","ماجستير","الأعمال والإدارة","أنثى","9.0"
"2018.0","الدول الأسيوية","طالب مبتعث","ماجستير","الأعمال والإدارة","ذكر","5.0"
"2018.0","الدول الأسيوية","طالب مبتعث","ماجستير","البيئة","أنثى","1.0"
"2018.0","الدول الأسيوية","طالب مبتعث","ماجستير","التعليم","أنثى","6.0"
"2018.0","الدول الأسيوية","طالب مبتعث","ماجستير","الرياضيات والإحصاء","أنثى","2.0"
"2018.0","الدول الأسيوية","طالب مبتعث","ماجستير","الصحة","أنثى","6.0"
"2018.0","الدول الأسيوية","طالب مبتعث","ماجستير","الصحة","ذكر","1.0"
"2018.0","الدول الأسيوية","طالب مبتعث","ماجستير","العلوم الاجتماعية السلوكية","أنثى","3.0"
"2018.0","الدول الأسيوية","طالب مبتعث","ماجستير","العلوم الاجتماعية السلوكية","ذكر","1.0"
"2018.0","الدول الأسيوية","طالب مبتعث","ماجستير","العلوم البيولوجية والعلوم المتصلة بها","أنثى","4.0"
"2018.0","الدول الأسيوية","طالب مبتعث","ماجستير","الفنون","أنثى","2.0"
"2018.0","الدول الأسيوية","طالب مبتعث","ماجستير","القانون","أنثى","3.0"
"2018.0","الدول الأسيوية","طالب مبتعث","ماجستير","اللغات","أنثى","3.0"
"2018.0","الدول الأسيوية","طالب مبتعث","ماجستير","الهندسة والحرف الهندسية","أنثى","21.0"
"2018.0","الدول الأسيوية","طالب مبتعث","ماجستير","الهندسة والحرف الهندسية","ذكر","6.0"
"2018.0","الدول الأسيوية","طالب مبتعث","ماجستير","تكنولوجيا الاتصالات والمعلومات","أنثى","4.0"
"2018.0","الدول الأسيوية","طالب مبتعث","ماجستير","تكنولوجيا الاتصالات والمعلومات","ذكر","3.0"
"2018.0","الدول الأسيوية","موظف مبتعث","أخرى","التعليم","أنثى","2.0"
"2018.0","الدول الأسيوية","موظف مبتعث","أخرى","التعليم","ذكر","2.0"
"2018.0","الدول الأسيوية","موظف مبتعث","أخرى","الرياضيات والإحصاء","ذكر","1.0"
"2018.0","الدول الأسيوية","موظف مبتعث","أخرى","الصحة","أنثى","5.0"
"2018.0","الدول الأسيوية","موظف مبتعث","أخرى","الصحة","ذكر","23.0"
"2018.0","الدول الأسيوية","موظف مبتعث","أخرى","العلوم الفيزيائية","أنثى","43.0"
"2018.0","الدول الأسيوية","موظف مبتعث","أخرى","العلوم الفيزيائية","ذكر","56.0"
"2018.0","الدول الأسيوية","موظف مبتعث","أخرى","اللغات","ذكر","2.0"
"2018.0","الدول الأسيوية","موظف مبتعث","أخرى","تكنولوجيا الاتصالات والمعلومات","ذكر","3.0"
"2018.0","الدول الأسيوية","موظف مبتعث","الزمالة","الرياضيات والإحصاء","أنثى","1.0"
"2018.0","الدول الأسيوية","موظف مبتعث","الزمالة","الرياضيات والإحصاء","ذكر","1.0"
"2018.0","الدول الأسيوية","موظف مبتعث","الزمالة","الصحة","أنثى","6.0"
"2018.0","الدول الأسيوية","موظف مبتعث","الزمالة","الصحة","ذكر","9.0"
"2018.0","الدول الأسيوية","موظف مبتعث","الزمالة","العلوم البيولوجية والعلوم المتصلة بها","ذكر","1.0"
"2018.0","الدول الأسيوية","موظف مبتعث","بكالوريوس","العلوم الفيزيائية","ذكر","1.0"
"2018.0","الدول الأسيوية","موظف مبتعث","بكالوريوس","القانون","ذكر","2.0"
"2018.0","الدول الأسيوية","موظف مبتعث","بكالوريوس","اللغات","ذكر","2.0"
"2018.0","الدول الأسيوية","موظف مبتعث","دكتوراه","الأعمال والإدارة","أنثى","3.0"
"2018.0","الدول الأسيوية","موظف مبتعث","دكتوراه","الأعمال والإدارة","ذكر","4.0"
"2018.0","الدول الأسيوية","موظف مبتعث","دكتوراه","التعليم","أنثى","3.0"
"2018.0","الدول الأسيوية","موظف مبتعث","دكتوراه","التعليم","ذكر","5.0"
"2018.0","الدول الأسيوية","موظف مبتعث","دكتوراه","الرفاه","ذكر","1.0"
"2018.0","الدول الأسيوية","موظف مبتعث","دكتوراه","الرياضيات والإحصاء","أنثى","2.0"
"2018.0","الدول الأسيوية","موظف مبتعث","دكتوراه","الصحة","أنثى","1.0"
"2018.0","الدول الأسيوية","موظف مبتعث","دكتوراه","العلوم البيولوجية والعلوم المتصلة بها","أنثى","1.0"
"2018.0","الدول الأسيوية","موظف مبتعث","دكتوراه","العلوم الفيزيائية","أنثى","2.0"
"2018.0","الدول الأسيوية","موظف مبتعث","دكتوراه","الفنون","أنثى","1.0"
"2018.0","الدول الأسيوية","موظف مبتعث","دكتوراه","القانون","ذكر","1.0"
"2018.0","الدول الأسيوية","موظف مبتعث","دكتوراه","اللغات","أنثى","1.0"
"2018.0","الدول الأسيوية","موظف مبتعث","دكتوراه","اللغات","ذكر","3.0"
"2018.0","الدول الأسيوية","موظف مبتعث","دكتوراه","الهندسة المعمارية والبناء","أنثى","1.0"
"2018.0","الدول الأسيوية","موظف مبتعث","دكتوراه","الهندسة المعمارية والبناء","ذكر","4.0"
"2018.0","الدول الأسيوية","موظف مبتعث","دكتوراه","الهندسة والحرف الهندسية","أنثى","1.0"
"2018.0","الدول الأسيوية","موظف مبتعث","دكتوراه","الهندسة والحرف الهندسية","ذكر","2.0"
"2018.0","الدول الأسيوية","موظف مبتعث","دكتوراه","تكنولوجيا الاتصالات والمعلومات","أنثى","3.0"
"2018.0","الدول الأسيوية","موظف مبتعث","دكتوراه","تكنولوجيا الاتصالات والمعلومات","ذكر","4.0"
"2018.0","الدول الأسيوية","موظف مبتعث","ماجستير","الأعمال والإدارة","ذكر","2.0"
"2018.0","الدول الأسيوية","موظف مبتعث","ماجستير","التعليم","أنثى","1.0"
"2018.0","الدول الأسيوية","موظف مبتعث","ماجستير","العلوم البيولوجية والعلوم المتصلة بها","أنثى","1.0"
"2018.0","الدول الأسيوية","موظف مبتعث","ماجستير","العلوم الفيزيائية","ذكر","1.0"
"2018.0","الدول الأسيوية","موظف مبتعث","ماجستير","القانون","أنثى","1.0"
"2018.0","الدول الأسيوية","موظف مبتعث","ماجستير","اللغات","ذكر","1.0"
"2018.0","الدول الأسيوية","موظف مبتعث","ماجستير","الهندسة المعمارية والبناء","ذكر","2.0"
"2018.0","الدول الأسيوية","موظف مبتعث","ماجستير","الهندسة والحرف الهندسية","ذكر","1.0"
"2018.0","الدول الأسيوية","موظف مبتعث","ماجستير","خدمات الأمن","ذكر","1.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","أخرى","الأعمال والإدارة","أنثى","1.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","أخرى","الأعمال والإدارة","ذكر","3.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","أخرى","التعليم","ذكر","1.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","أخرى","الخدمات الشخصية","أنثى","1.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","أخرى","الخدمات الشخصية","ذكر","2.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","أخرى","الرفاه","أنثى","1.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","أخرى","الرياضيات والإحصاء","أنثى","1.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","أخرى","الصحة","أنثى","3.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","أخرى","الصحة","ذكر","2.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","أخرى","العلوم البيولوجية والعلوم المتصلة بها","أنثى","1.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","أخرى","اللغات","أنثى","1.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","أخرى","خدمات النقل","ذكر","4.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","الزمالة","الصحة","أنثى","6.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","الزمالة","الصحة","ذكر","24.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","الزمالة","الهندسة والحرف الهندسية","ذكر","2.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","بكالوريوس","الأعمال والإدارة","أنثى","21.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","بكالوريوس","الأعمال والإدارة","ذكر","10.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","بكالوريوس","البرامج والمؤهلات الأساسية","ذكر","1.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","بكالوريوس","التعليم","أنثى","5.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","بكالوريوس","الرفاه","أنثى","2.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","بكالوريوس","الزراعة","أنثى","3.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","بكالوريوس","الصحافة والإعلام","ذكر","1.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","بكالوريوس","الصحة","أنثى","51.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","بكالوريوس","الصحة","ذكر","26.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","بكالوريوس","العلوم الاجتماعية السلوكية","أنثى","2.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","بكالوريوس","العلوم الاجتماعية السلوكية","ذكر","3.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","بكالوريوس","العلوم الفيزيائية","أنثى","1.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","بكالوريوس","الفنون","ذكر","1.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","بكالوريوس","القانون","أنثى","1.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","بكالوريوس","القانون","ذكر","2.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","بكالوريوس","اللغات","أنثى","4.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","بكالوريوس","الهندسة المعمارية والبناء","أنثى","1.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","بكالوريوس","الهندسة المعمارية والبناء","ذكر","4.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","بكالوريوس","الهندسة والحرف الهندسية","أنثى","13.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","بكالوريوس","الهندسة والحرف الهندسية","ذكر","30.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","بكالوريوس","تكنولوجيا الاتصالات والمعلومات","ذكر","1.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","بكالوريوس","خدمات الأمن","أنثى","1.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","دبلوم","الأعمال والإدارة","أنثى","1.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","دبلوم","الأعمال والإدارة","ذكر","6.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","دبلوم","الخدمات الشخصية","أنثى","1.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","دبلوم","الخدمات الشخصية","ذكر","4.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","دبلوم","الصحة","أنثى","4.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","دبلوم","الصحة","ذكر","1.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","دبلوم","خدمات النقل","ذكر","33.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","دكتوراه","الأعمال والإدارة","أنثى","6.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","دكتوراه","الأعمال والإدارة","ذكر","4.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","دكتوراه","البيئة","أنثى","2.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","دكتوراه","التصنيع والمعالجة","أنثى","1.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","دكتوراه","التعليم","أنثى","6.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","دكتوراه","التعليم","ذكر","1.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","دكتوراه","الرياضيات والإحصاء","أنثى","3.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","دكتوراه","الصحة","أنثى","3.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","دكتوراه","الصحة","ذكر","1.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","دكتوراه","العلوم الفيزيائية","أنثى","3.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","دكتوراه","الفنون","أنثى","4.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","دكتوراه","الفنون","ذكر","1.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","دكتوراه","اللغات","أنثى","4.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","دكتوراه","الهندسة المعمارية والبناء","أنثى","2.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","دكتوراه","الهندسة المعمارية والبناء","ذكر","1.0"
"2018.0","الدول الأوروبية الأخرى","طالب مبتعث","دكتوراه","الهندسة والحرف الهندسية","أنثى","2.0"
